CMS slug,Region Name,Sub-region Name,Country or Area,World Bank Income Level,Score,Pillar,Sub-Pillar
peru,Americas,Latin America and the Caribbean,Peru,Upper Middle Income,2.875,Infrastructure,Innovation Ecosystem
morocco,Africa,Northern Africa,Morocco,Lower Middle Income,1.625,Infrastructure,Innovation Ecosystem
morocco,Africa,Northern Africa,Morocco,Lower Middle Income,2.6666666666666665,Infrastructure,Connectivity Technology
syria,Asia,Western Asia,Syrian Arab Republic (the),Low Income,1.8333333333333333,Infrastructure,
syria,Asia,Western Asia,Syrian Arab Republic (the),Low Income,1.8333333333333333,Infrastructure,Connectivity Technology
bosnia-and-herzegovina,Europe,Southern Europe,Bosnia and Herzegovina,Upper Middle Income,3.2916666666666665,Infrastructure,Innovation Ecosystem
mexico,Americas,Latin America and the Caribbean,Mexico,Upper Middle Income,2.6666666666666665,Infrastructure,Connectivity Technology
spain,Europe,Southern Europe,Spain,High Income,4.75,Infrastructure,Connectivity Technology
jordan,Asia,Western Asia,Jordan,Upper Middle Income,2.5625,Infrastructure,
papua-new-guinea,Oceania,Melanesia,Papua New Guinea,Lower Middle Income,3.0833333333333335,Infrastructure,
grenada,Americas,Latin America and the Caribbean,Grenada,Upper Middle Income,4.75,Infrastructure,Connectivity Technology
papua-new-guinea,Oceania,Melanesia,Papua New Guinea,Lower Middle Income,1.0,Infrastructure,Connectivity Technology
papua-new-guinea,Oceania,Melanesia,Papua New Guinea,Lower Middle Income,5.166666666666667,Infrastructure,Innovation Ecosystem
israel,Asia,Western Asia,Israel,High Income,4.541666666666667,Infrastructure,
grenada,Americas,Latin America and the Caribbean,Grenada,Upper Middle Income,4.75,Infrastructure,
israel,Asia,Western Asia,Israel,High Income,5.166666666666667,Infrastructure,Connectivity Technology
fiji,Oceania,Melanesia,Fiji,Upper Middle Income,2.875,Infrastructure,Innovation Ecosystem
israel,Asia,Western Asia,Israel,High Income,3.9166666666666665,Infrastructure,Innovation Ecosystem
nigeria,Africa,Sub-Saharan Africa,Nigeria,Lower Middle Income,1.4166666666666665,Infrastructure,
togo,Africa,Sub-Saharan Africa,Togo,Low Income,2.875,Infrastructure,Connectivity Technology
nigeria,Africa,Sub-Saharan Africa,Nigeria,Lower Middle Income,1.8333333333333333,Infrastructure,Connectivity Technology
nigeria,Africa,Sub-Saharan Africa,Nigeria,Lower Middle Income,1.0,Infrastructure,Innovation Ecosystem
togo,Africa,Sub-Saharan Africa,Togo,Low Income,2.875,Infrastructure,
mexico,Americas,Latin America and the Caribbean,Mexico,Upper Middle Income,2.770833333333333,Infrastructure,
yemen,Asia,Western Asia,Yemen,Low Income,3.5,Infrastructure,Innovation Ecosystem
togo,Africa,Sub-Saharan Africa,Togo,Low Income,2.875,Infrastructure,Innovation Ecosystem
romania,Europe,Eastern Europe,Romania,Upper Middle Income,2.0416666666666665,Infrastructure,Innovation Ecosystem
fiji,Oceania,Melanesia,Fiji,Upper Middle Income,2.25,Infrastructure,Connectivity Technology
viet-nam,Asia,South-eastern Asia,Viet Nam,Lower Middle Income,2.979166666666667,Infrastructure,
spain,Europe,Southern Europe,Spain,High Income,4.839285714285714,Infrastructure,
jordan,Asia,Western Asia,Jordan,Upper Middle Income,3.5,Infrastructure,Connectivity Technology
jordan,Asia,Western Asia,Jordan,Upper Middle Income,1.625,Infrastructure,Innovation Ecosystem
albania,Europe,Southern Europe,Albania,Upper Middle Income,1.625,Infrastructure,Innovation Ecosystem
seychelles,Africa,Sub-Saharan Africa,Seychelles,High Income,3.1875,Infrastructure,
albania,Europe,Southern Europe,Albania,Upper Middle Income,4.333333333333333,Infrastructure,Connectivity Technology
seychelles,Africa,Sub-Saharan Africa,Seychelles,High Income,4.125,Infrastructure,Connectivity Technology
fiji,Oceania,Melanesia,Fiji,Upper Middle Income,2.5625,Infrastructure,
seychelles,Africa,Sub-Saharan Africa,Seychelles,High Income,2.25,Infrastructure,Innovation Ecosystem
san-marino,Europe,Southern Europe,San Marino,High Income,5.375,Infrastructure,
san-marino,Europe,Southern Europe,San Marino,High Income,4.75,Infrastructure,Connectivity Technology
san-marino,Europe,Southern Europe,San Marino,High Income,6.0,Infrastructure,Innovation Ecosystem
viet-nam,Asia,South-eastern Asia,Viet Nam,Lower Middle Income,2.4583333333333335,Infrastructure,Innovation Ecosystem
viet-nam,Asia,South-eastern Asia,Viet Nam,Lower Middle Income,3.5,Infrastructure,Connectivity Technology
somalia,Africa,Sub-Saharan Africa,Somalia,Low Income,1.4166666666666667,Infrastructure,
somalia,Africa,Sub-Saharan Africa,Somalia,Low Income,1.4166666666666667,Infrastructure,Connectivity Technology
albania,Europe,Southern Europe,Albania,Upper Middle Income,2.9791666666666665,Infrastructure,
lebanon,Asia,Western Asia,Lebanon,Upper Middle Income,3.5,Infrastructure,Connectivity Technology
mauritania,Africa,Sub-Saharan Africa,Mauritania,Lower Middle Income,1.0,Infrastructure,Connectivity Technology
indonesia,Asia,South-eastern Asia,Indonesia,Lower Middle Income,3.8125,Infrastructure,Innovation Ecosystem
portugal,Europe,Southern Europe,Portugal,High Income,4.928571428571429,Infrastructure,Innovation Ecosystem
united-states,Americas,Northern America,United States of America (the),High Income,5.166666666666667,Infrastructure,Connectivity Technology
monaco,Europe,Western Europe,Monaco,High Income,6.0,Infrastructure,
monaco,Europe,Western Europe,Monaco,High Income,6.0,Infrastructure,Connectivity Technology
monaco,Europe,Western Europe,Monaco,High Income,6.0,Infrastructure,Innovation Ecosystem
new-zealand,Oceania,Australia and New Zealand,New Zealand,High income,5.0625,Infrastructure,
united-states,Americas,Northern America,United States of America (the),High Income,4.779761904761905,Infrastructure,
new-zealand,Oceania,Australia and New Zealand,New Zealand,High income,5.583333333333333,Infrastructure,Connectivity Technology
new-zealand,Oceania,Australia and New Zealand,New Zealand,High income,4.541666666666667,Infrastructure,Innovation Ecosystem
north-macedonia,Europe,Southern Europe,North Macedonia,Upper Middle Income,3.395833333333333,Infrastructure,
north-macedonia,Europe,Southern Europe,North Macedonia,Upper Middle Income,3.9166666666666665,Infrastructure,Connectivity Technology
north-macedonia,Europe,Southern Europe,North Macedonia,Upper Middle Income,2.875,Infrastructure,Innovation Ecosystem
malta,Europe,Southern Europe,Malta,High Income,4.958333333333333,Infrastructure,
malta,Europe,Southern Europe,Malta,High Income,5.583333333333333,Infrastructure,Connectivity Technology
malta,Europe,Southern Europe,Malta,High Income,4.333333333333333,Infrastructure,Innovation Ecosystem
united-states,Americas,Northern America,United States of America (the),High Income,4.392857142857143,Infrastructure,Innovation Ecosystem
portugal,Europe,Southern Europe,Portugal,High Income,5.166666666666667,Infrastructure,Connectivity Technology
portugal,Europe,Southern Europe,Portugal,High Income,5.0476190476190474,Infrastructure,
denmark,Europe,Northern Europe,Denmark,High Income,5.821428571428571,Infrastructure,
ethiopia,Africa,Sub-Saharan Africa,Ethiopia,Low Income,2.25,Infrastructure,
bhutan,Asia,Southern Asia,Bhutan,Lower Middle Income,2.875,Infrastructure,
djibouti,Africa,Sub-Saharan Africa,Djibouti,Lower Middle Income,2.875,Infrastructure,Connectivity Technology
bhutan,Asia,Southern Asia,Bhutan,Lower Middle Income,2.875,Infrastructure,Connectivity Technology
ireland,Europe,Northern Europe,Ireland,High Income,4.928571428571429,Infrastructure,
djibouti,Africa,Sub-Saharan Africa,Djibouti,Lower Middle Income,2.875,Infrastructure,
ireland,Europe,Northern Europe,Ireland,High Income,4.75,Infrastructure,Connectivity Technology
italy,Europe,Southern Europe,Italy,High Income,4.214285714285714,Infrastructure,
ireland,Europe,Northern Europe,Ireland,High Income,5.107142857142857,Infrastructure,Innovation Ecosystem
austria,Europe,Western Europe,Austria,High Income,4.75,Infrastructure,Connectivity Technology
denmark,Europe,Northern Europe,Denmark,High Income,5.642857142857143,Infrastructure,Innovation Ecosystem
austria,Europe,Western Europe,Austria,High Income,5.821428571428571,Infrastructure,Innovation Ecosystem
qatar,Asia,Western Asia,Qatar,High Income,5.635416666666666,Infrastructure,
denmark,Europe,Northern Europe,Denmark,High Income,6.0,Infrastructure,Connectivity Technology
qatar,Asia,Western Asia,Qatar,High Income,5.583333333333333,Infrastructure,Connectivity Technology
qatar,Asia,Western Asia,Qatar,High Income,5.6875,Infrastructure,Innovation Ecosystem
austria,Europe,Western Europe,Austria,High Income,5.285714285714286,Infrastructure,
chile,Americas,Latin America and the Caribbean,Chile,High Income,5.6875,Infrastructure,Innovation Ecosystem
chile,Americas,Latin America and the Caribbean,Chile,High Income,3.0833333333333335,Infrastructure,Connectivity Technology
italy,Europe,Southern Europe,Italy,High Income,4.75,Infrastructure,Connectivity Technology
sierra-leone,Africa,Sub-Saharan Africa,Sierra Leone,Low Income,1.0,Infrastructure,Connectivity Technology
pakistan,Asia,Southern Asia,Pakistan,Lower Middle Income,1.2083333333333335,Infrastructure,
micronesia,Oceania,Micronesia,Micronesia (Federated States of),Lower Middle Income,1.0,Infrastructure,Connectivity Technology
pakistan,Asia,Southern Asia,Pakistan,Lower Middle Income,1.4166666666666667,Infrastructure,Connectivity Technology
pakistan,Asia,Southern Asia,Pakistan,Lower Middle Income,1.0,Infrastructure,Innovation Ecosystem
barbados,Americas,Latin America and the Caribbean,Barbados,High Income,5.6875,Infrastructure,
micronesia,Oceania,Micronesia,Micronesia (Federated States of),Lower Middle Income,1.0,Infrastructure,
sierra-leone,Africa,Sub-Saharan Africa,Sierra Leone,Low Income,1.0,Infrastructure,
barbados,Americas,Latin America and the Caribbean,Barbados,High Income,5.375,Infrastructure,Connectivity Technology
netherlands,Europe,Western Europe,Netherlands (the),High Income,5.6875,Infrastructure,Innovation Ecosystem
turkmenistan,Asia,Central Asia,Turkmenistan,Upper Middle Income,1.2083333333333335,Infrastructure,
netherlands,Europe,Western Europe,Netherlands (the),High Income,6.0,Infrastructure,Connectivity Technology
turkmenistan,Asia,Central Asia,Turkmenistan,Upper Middle Income,1.0,Infrastructure,Connectivity Technology
turkmenistan,Asia,Central Asia,Turkmenistan,Upper Middle Income,1.4166666666666667,Infrastructure,Innovation Ecosystem
australia,Oceania,Australia and New Zealand,Australia,High Income,4.363095238095238,Infrastructure,
netherlands,Europe,Western Europe,Netherlands (the),High Income,5.84375,Infrastructure,
barbados,Americas,Latin America and the Caribbean,Barbados,High Income,6.0,Infrastructure,Innovation Ecosystem
nepal,Asia,Southern Asia,Nepal,Lower Middle Income,1.0,Infrastructure,Innovation Ecosystem
iraq,Asia,Western Asia,Iraq,Upper Middle Income,3.8125,Infrastructure,
bangladesh,Asia,Southern Asia,Bangladesh,Lower Middle Income,2.6666666666666665,Infrastructure,Connectivity Technology
italy,Europe,Southern Europe,Italy,High Income,3.6785714285714284,Infrastructure,Innovation Ecosystem
vanuatu,Oceania,Melanesia,Vanuatu,Lower Middle Income,2.875,Infrastructure,
chile,Americas,Latin America and the Caribbean,Chile,High Income,4.385416666666667,Infrastructure,
vanuatu,Oceania,Melanesia,Vanuatu,Lower Middle Income,2.875,Infrastructure,Connectivity Technology
luxembourg,Europe,Western Europe,Luxembourg,High Income,6.0,Infrastructure,Innovation Ecosystem
kenya,Africa,Sub-Saharan Africa,Kenya,Lower Middle Income,3.03125,Infrastructure,
luxembourg,Europe,Western Europe,Luxembourg,High Income,6.0,Infrastructure,Connectivity Technology
bangladesh,Asia,Southern Asia,Bangladesh,Lower Middle Income,1.625,Infrastructure,Innovation Ecosystem
kenya,Africa,Sub-Saharan Africa,Kenya,Lower Middle Income,2.25,Infrastructure,Connectivity Technology
mali,Africa,Sub-Saharan Africa,Mali,Low Income,2.9791666666666665,Infrastructure,
luxembourg,Europe,Western Europe,Luxembourg,High Income,6.0,Infrastructure,
mali,Africa,Sub-Saharan Africa,Mali,Low Income,1.625,Infrastructure,Connectivity Technology
mali,Africa,Sub-Saharan Africa,Mali,Low Income,4.333333333333333,Infrastructure,Innovation Ecosystem
iraq,Asia,Western Asia,Iraq,Upper Middle Income,4.125,Infrastructure,Innovation Ecosystem
cuba,Americas,Latin America and the Caribbean,Cuba,Upper Middle Income,1.7291666666666665,Infrastructure,
bangladesh,Asia,Southern Asia,Bangladesh,Lower Middle Income,2.145833333333333,Infrastructure,
kenya,Africa,Sub-Saharan Africa,Kenya,Lower Middle Income,3.8125,Infrastructure,Innovation Ecosystem
nepal,Asia,Southern Asia,Nepal,Lower Middle Income,2.25,Infrastructure,Connectivity Technology
ethiopia,Africa,Sub-Saharan Africa,Ethiopia,Low Income,1.625,Infrastructure,Connectivity Technology
nepal,Asia,Southern Asia,Nepal,Lower Middle Income,1.625,Infrastructure,
maldives,Asia,Southern Asia,Maldives,Upper Middle Income,3.5,Infrastructure,Connectivity Technology
rwanda,Africa,Sub-Saharan Africa,Rwanda,Low Income,3.8125,Infrastructure,Innovation Ecosystem
maldives,Asia,Southern Asia,Maldives,Upper Middle Income,4.125,Infrastructure,Innovation Ecosystem
rwanda,Africa,Sub-Saharan Africa,Rwanda,Low Income,2.875,Infrastructure,Connectivity Technology
rwanda,Africa,Sub-Saharan Africa,Rwanda,Low Income,3.34375,Infrastructure,
iceland,Europe,Northern Europe,Iceland,High Income,3.3958333333333335,Infrastructure,
iceland,Europe,Northern Europe,Iceland,High Income,2.25,Infrastructure,Connectivity Technology
maldives,Asia,Southern Asia,Maldives,Upper Middle Income,3.8125,Infrastructure,
iceland,Europe,Northern Europe,Iceland,High Income,4.541666666666667,Infrastructure,Innovation Ecosystem
mozambique,Africa,Sub-Saharan Africa,Mozambique,Low Income,3.8125,Infrastructure,Innovation Ecosystem
saudi-arabia,Asia,Western Asia,Saudi Arabia,High Income,3.9166666666666665,Infrastructure,Connectivity Technology
saudi-arabia,Asia,Western Asia,Saudi Arabia,High Income,3.2916666666666665,Infrastructure,Innovation Ecosystem
mozambique,Africa,Sub-Saharan Africa,Mozambique,Low Income,1.4166666666666667,Infrastructure,Connectivity Technology
azerbaijan,Asia,Western Asia,Azerbaijan,Upper Middle Income,2.666666666666667,Infrastructure,
mozambique,Africa,Sub-Saharan Africa,Mozambique,Low Income,2.6145833333333335,Infrastructure,
azerbaijan,Asia,Western Asia,Azerbaijan,Upper Middle Income,3.0833333333333335,Infrastructure,Connectivity Technology
saudi-arabia,Asia,Western Asia,Saudi Arabia,High Income,3.6041666666666665,Infrastructure,
azerbaijan,Asia,Western Asia,Azerbaijan,Upper Middle Income,2.25,Infrastructure,Innovation Ecosystem
moldova,Europe,Eastern Europe,Republic of Moldova (the),Upper Middle Income,3.6041666666666665,Infrastructure,
oman,Asia,Western Asia,Oman,High Income,5.375,Infrastructure,Connectivity Technology
cuba,Americas,Latin America and the Caribbean,Cuba,Upper Middle Income,1.8333333333333333,Infrastructure,Connectivity Technology
cuba,Americas,Latin America and the Caribbean,Cuba,Upper Middle Income,1.625,Infrastructure,Innovation Ecosystem
south-korea,Asia,Eastern Asia,Republic of Korea (the),High income,5.375,Infrastructure,Innovation Ecosystem
laos,Asia,South-eastern Asia,Lao People's Democratic Republic (the),Lower Middle Income,1.8333333333333333,Infrastructure,
south-korea,Asia,Eastern Asia,Republic of Korea (the),High income,5.583333333333333,Infrastructure,Connectivity Technology
laos,Asia,South-eastern Asia,Lao People's Democratic Republic (the),Lower Middle Income,2.6666666666666665,Infrastructure,Connectivity Technology
laos,Asia,South-eastern Asia,Lao People's Democratic Republic (the),Lower Middle Income,1.0,Infrastructure,Innovation Ecosystem
oman,Asia,Western Asia,Oman,High Income,2.6666666666666665,Infrastructure,Innovation Ecosystem
madagascar,Africa,Sub-Saharan Africa,Madagascar,Low Income,2.40625,Infrastructure,
madagascar,Africa,Sub-Saharan Africa,Madagascar,Low Income,2.25,Infrastructure,Connectivity Technology
madagascar,Africa,Sub-Saharan Africa,Madagascar,Low Income,2.5625,Infrastructure,Innovation Ecosystem
moldova,Europe,Eastern Europe,Republic of Moldova (the),Upper Middle Income,2.875,Infrastructure,Innovation Ecosystem
liechtenstein,Europe,Western Europe,Liechtenstein,High Income,6.0,Infrastructure,
moldova,Europe,Eastern Europe,Republic of Moldova (the),Upper Middle Income,4.333333333333333,Infrastructure,Connectivity Technology
liechtenstein,Europe,Western Europe,Liechtenstein,High Income,6.0,Infrastructure,Connectivity Technology
oman,Asia,Western Asia,Oman,High Income,4.020833333333333,Infrastructure,
south-korea,Asia,Eastern Asia,Republic of Korea (the),High income,5.479166666666666,Infrastructure,
australia,Oceania,Australia and New Zealand,Australia,High Income,4.333333333333333,Infrastructure,Connectivity Technology
saint-kitts-and-nevis,Americas,Latin America and the Caribbean,Saint Kitts and Nevis,High Income,5.0625,Infrastructure,
greece,Europe,Southern Europe,Greece,High Income,4.333333333333333,Infrastructure,Connectivity Technology
zambia,Africa,Sub-Saharan Africa,Zambia,Lower Middle Income,4.125,Infrastructure,Innovation Ecosystem
kuwait,Asia,Western Asia,Kuwait,High Income,6.0,Infrastructure,Connectivity Technology
thailand,Asia,South-eastern Asia,Thailand,Upper Middle Income,3.96875,Infrastructure,
kuwait,Asia,Western Asia,Kuwait,High Income,5.53125,Infrastructure,
thailand,Asia,South-eastern Asia,Thailand,Upper Middle Income,4.75,Infrastructure,Connectivity Technology
thailand,Asia,South-eastern Asia,Thailand,Upper Middle Income,3.1875,Infrastructure,Innovation Ecosystem
ghana,Africa,Sub-Saharan Africa,Ghana,Lower Middle Income,1.8333333333333333,Infrastructure,Innovation Ecosystem
zambia,Africa,Sub-Saharan Africa,Zambia,Lower Middle Income,1.0,Infrastructure,Connectivity Technology
ghana,Africa,Sub-Saharan Africa,Ghana,Lower Middle Income,2.25,Infrastructure,Connectivity Technology
tajikistan,Asia,Central Asia,Tajikistan,Lower Middle Income,2.25,Infrastructure,Connectivity Technology
tajikistan,Asia,Central Asia,Tajikistan,Lower Middle Income,1.0,Infrastructure,Innovation Ecosystem
sudan,Africa,Northern Africa,Sudan (the),Low Income,1.46875,Infrastructure,
ghana,Africa,Sub-Saharan Africa,Ghana,Lower Middle Income,2.0416666666666665,Infrastructure,
sudan,Africa,Northern Africa,Sudan (the),Low Income,1.0,Infrastructure,Connectivity Technology
sudan,Africa,Northern Africa,Sudan (the),Low Income,1.9375,Infrastructure,Innovation Ecosystem
ethiopia,Africa,Sub-Saharan Africa,Ethiopia,Low Income,2.875,Infrastructure,Innovation Ecosystem
tajikistan,Asia,Central Asia,Tajikistan,Lower Middle Income,1.625,Infrastructure,
greece,Europe,Southern Europe,Greece,High Income,2.4285714285714284,Infrastructure,Innovation Ecosystem
kuwait,Asia,Western Asia,Kuwait,High Income,5.0625,Infrastructure,Innovation Ecosystem
argentina,Americas,Latin America and the Caribbean,Argentina,Upper Middle Income,2.510416666666667,Infrastructure,
saint-kitts-and-nevis,Americas,Latin America and the Caribbean,Saint Kitts and Nevis,High Income,4.125,Infrastructure,Connectivity Technology
saint-kitts-and-nevis,Americas,Latin America and the Caribbean,Saint Kitts and Nevis,High Income,6.0,Infrastructure,Innovation Ecosystem
bolivia,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),Lower Middle Income,2.4583333333333335,Infrastructure,
greece,Europe,Southern Europe,Greece,High Income,3.3809523809523805,Infrastructure,
bolivia,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),Lower Middle Income,1.8333333333333333,Infrastructure,Connectivity Technology
bolivia,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),Lower Middle Income,3.0833333333333335,Infrastructure,Innovation Ecosystem
venezuela,Americas,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),,1.0,Infrastructure,Innovation Ecosystem
zambia,Africa,Sub-Saharan Africa,Zambia,Lower Middle Income,2.5625,Infrastructure,
venezuela,Americas,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),,1.625,Infrastructure,Connectivity Technology
cabo-verde,Africa,Sub-Saharan Africa,Cabo Verde,Lower Middle Income,2.25,Infrastructure,Connectivity Technology
venezuela,Americas,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),,1.3125,Infrastructure,
colombia,Americas,Latin America and the Caribbean,Colombia,Upper Middle Income,2.40625,Infrastructure,
argentina,Americas,Latin America and the Caribbean,Argentina,Upper Middle Income,1.9375,Infrastructure,Innovation Ecosystem
colombia,Americas,Latin America and the Caribbean,Colombia,Upper Middle Income,2.25,Infrastructure,Connectivity Technology
argentina,Americas,Latin America and the Caribbean,Argentina,Upper Middle Income,3.0833333333333335,Infrastructure,Connectivity Technology
colombia,Americas,Latin America and the Caribbean,Colombia,Upper Middle Income,2.5625,Infrastructure,Innovation Ecosystem
cabo-verde,Africa,Sub-Saharan Africa,Cabo Verde,Lower Middle Income,2.25,Infrastructure,
australia,Oceania,Australia and New Zealand,Australia,High Income,4.392857142857143,Infrastructure,Innovation Ecosystem
iraq,Asia,Western Asia,Iraq,Upper Middle Income,3.5,Infrastructure,Connectivity Technology
sweden,Europe,Northern Europe,Sweden,High Income,5.791666666666666,Infrastructure,
mongolia,Asia,Eastern Asia,Mongolia,Lower Middle Income,2.25,Infrastructure,Connectivity Technology
mongolia,Asia,Eastern Asia,Mongolia,Lower Middle Income,2.875,Infrastructure,Innovation Ecosystem
cote-divoire,Africa,Sub-Saharan Africa,Côte d'Ivoire,Lower Middle Income,2.71875,Infrastructure,
costa-rica,Americas,Latin America and the Caribbean,Costa Rica,Upper Middle Income,3.65625,Infrastructure,
costa-rica,Americas,Latin America and the Caribbean,Costa Rica,Upper Middle Income,3.5,Infrastructure,Connectivity Technology
costa-rica,Americas,Latin America and the Caribbean,Costa Rica,Upper Middle Income,3.8125,Infrastructure,Innovation Ecosystem
mongolia,Asia,Eastern Asia,Mongolia,Lower Middle Income,2.5625,Infrastructure,
belize,Americas,Latin America and the Caribbean,Belize,Lower Middle Income,1.0,Infrastructure,Innovation Ecosystem
belize,Americas,Latin America and the Caribbean,Belize,Lower Middle Income,4.125,Infrastructure,Connectivity Technology
uganda,Africa,Sub-Saharan Africa,Uganda,Low Income,1.4166666666666667,Infrastructure,Connectivity Technology
belize,Americas,Latin America and the Caribbean,Belize,Lower Middle Income,2.5625,Infrastructure,
uganda,Africa,Sub-Saharan Africa,Uganda,Low Income,2.5625,Infrastructure,Innovation Ecosystem
kyrgyzstan,Asia,Central Asia,Kyrgyzstan,Lower Middle Income,2.25,Infrastructure,Innovation Ecosystem
south-africa,Africa,Sub-Saharan Africa,South Africa,Upper Middle Income,2.6666666666666665,Infrastructure,
uganda,Africa,Sub-Saharan Africa,Uganda,Low Income,1.9895833333333335,Infrastructure,
cote-divoire,Africa,Sub-Saharan Africa,Côte d'Ivoire,Lower Middle Income,2.25,Infrastructure,Connectivity Technology
cote-divoire,Africa,Sub-Saharan Africa,Côte d'Ivoire,Lower Middle Income,3.1875,Infrastructure,Innovation Ecosystem
senegal,Africa,Sub-Saharan Africa,Senegal,,3.8125,Infrastructure,Innovation Ecosystem
slovakia,Europe,Eastern Europe,Slovakia,High Income,4.541666666666666,Infrastructure,
bahamas,Americas,Latin America and the Caribbean,Bahamas (the),High Income,3.1875,Infrastructure,
slovakia,Europe,Eastern Europe,Slovakia,High Income,4.75,Infrastructure,Connectivity Technology
slovakia,Europe,Eastern Europe,Slovakia,High Income,4.333333333333333,Infrastructure,Innovation Ecosystem
latvia,Europe,Northern Europe,Latvia,High Income,3.7083333333333335,Infrastructure,Innovation Ecosystem
latvia,Europe,Northern Europe,Latvia,High Income,5.166666666666667,Infrastructure,Connectivity Technology
bulgaria,Europe,Eastern Europe,Bulgaria,Upper Middle Income,4.333333333333334,Infrastructure,
latvia,Europe,Northern Europe,Latvia,High Income,4.4375,Infrastructure,
bulgaria,Europe,Eastern Europe,Bulgaria,Upper Middle Income,5.166666666666667,Infrastructure,Connectivity Technology
bulgaria,Europe,Eastern Europe,Bulgaria,Upper Middle Income,3.5,Infrastructure,Innovation Ecosystem
united-kingdom,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland (the),High Income,5.107142857142857,Infrastructure,Innovation Ecosystem
united-kingdom,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland (the),High Income,5.583333333333333,Infrastructure,Connectivity Technology
croatia,Europe,Southern Europe,Croatia,High Income,3.8125,Infrastructure,
united-kingdom,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland (the),High Income,5.345238095238095,Infrastructure,
croatia,Europe,Southern Europe,Croatia,High Income,4.333333333333333,Infrastructure,Connectivity Technology
kyrgyzstan,Asia,Central Asia,Kyrgyzstan,Lower Middle Income,3.0833333333333335,Infrastructure,Connectivity Technology
south-africa,Africa,Sub-Saharan Africa,South Africa,Upper Middle Income,3.5,Infrastructure,Connectivity Technology
south-africa,Africa,Sub-Saharan Africa,South Africa,Upper Middle Income,1.8333333333333333,Infrastructure,Innovation Ecosystem
kyrgyzstan,Asia,Central Asia,Kyrgyzstan,Lower Middle Income,2.666666666666667,Infrastructure,
libya,Africa,Northern Africa,Libya,Upper Middle Income,3.8125,Infrastructure,Innovation Ecosystem
kosovo,Europe,Southern Europe,Kosovo (UNSCR 1244),Upper Middle Income,3.9166666666666665,Infrastructure,Connectivity Technology
libya,Africa,Northern Africa,Libya,Upper Middle Income,1.0,Infrastructure,Connectivity Technology
norway,Europe,Northern Europe,Norway,High Income,5.226190476190476,Infrastructure,
libya,Africa,Northern Africa,Libya,Upper Middle Income,2.40625,Infrastructure,
norway,Europe,Northern Europe,Norway,High Income,5.166666666666667,Infrastructure,Connectivity Technology
norway,Europe,Northern Europe,Norway,High Income,5.285714285714286,Infrastructure,Innovation Ecosystem
finland,Europe,Northern Europe,Finland,High Income,5.226190476190476,Infrastructure,
zimbabwe,Africa,Sub-Saharan Africa,Zimbabwe,Lower Middle Income,1.9375,Infrastructure,Innovation Ecosystem
finland,Europe,Northern Europe,Finland,High Income,5.166666666666667,Infrastructure,Connectivity Technology
finland,Europe,Northern Europe,Finland,High Income,5.285714285714286,Infrastructure,Innovation Ecosystem
zimbabwe,Africa,Sub-Saharan Africa,Zimbabwe,Lower Middle Income,1.4166666666666667,Infrastructure,Connectivity Technology
indonesia,Asia,South-eastern Asia,Indonesia,Lower Middle Income,3.239583333333333,Infrastructure,
zimbabwe,Africa,Sub-Saharan Africa,Zimbabwe,Lower Middle Income,1.6770833333333335,Infrastructure,
indonesia,Asia,South-eastern Asia,Indonesia,Lower Middle Income,2.6666666666666665,Infrastructure,Connectivity Technology
mauritania,Africa,Sub-Saharan Africa,Mauritania,Lower Middle Income,1.0,Infrastructure,
japan,Asia,Eastern Asia,Japan,High income,4.928571428571429,Infrastructure,Innovation Ecosystem
gabon,Africa,Sub-Saharan Africa,Gabon,Upper Middle Income,5.583333333333333,Infrastructure,Innovation Ecosystem
gabon,Africa,Sub-Saharan Africa,Gabon,Upper Middle Income,1.625,Infrastructure,Connectivity Technology
guyana,Americas,Latin America and the Caribbean,Guyana,Upper Middle Income,2.875,Infrastructure,
guyana,Americas,Latin America and the Caribbean,Guyana,Upper Middle Income,4.75,Infrastructure,Connectivity Technology
guyana,Americas,Latin America and the Caribbean,Guyana,Upper Middle Income,1.0,Infrastructure,Innovation Ecosystem
ecuador,Americas,Latin America and the Caribbean,Ecuador,Upper Middle Income,3.1875,Infrastructure,Innovation Ecosystem
ecuador,Americas,Latin America and the Caribbean,Ecuador,Upper Middle Income,3.0833333333333335,Infrastructure,Connectivity Technology
benin,Africa,Sub-Saharan Africa,Benin,Lower Middle Income,2.458333333333333,Infrastructure,
benin,Africa,Sub-Saharan Africa,Benin,Lower Middle Income,2.25,Infrastructure,Connectivity Technology
benin,Africa,Sub-Saharan Africa,Benin,Lower Middle Income,2.6666666666666665,Infrastructure,Innovation Ecosystem
ecuador,Americas,Latin America and the Caribbean,Ecuador,Upper Middle Income,3.135416666666667,Infrastructure,
canada,Americas,Northern America,Canada,High Income,4.720238095238095,Infrastructure,
